Padang,Medan,1160
Padang,Bandung,1862
Padang,Surabaya,2610
Padang,Jakarta,1723
Semarang,Palembang,1296
Semarang,Bandjarmasin,2524
Semarang,Ujungpandang,3159
Semarang,Medan,3105
Semarang,Bandung,474
Semarang,Surabaya,437
Semarang,Jakarta,478
Palembang,Bandjarmasin,3807
Palembang,Ujungpandang,4444
Palembang,Medan,1848
Palembang,Bandung,973
Palembang,Surabaya,1722
Palembang,Jakarta,835
Bandjarmasin,Ujungpandang,2407
Bandjarmasin,Medan,5616
Bandjarmasin,Bandung,2985
Bandjarmasin,Surabaya,2321
Bandjarmasin,Jakarta,2989
Ujungpandang,Medan,6249
Ujungpandang,Bandung,3618
Ujungpandang,Surabaya,2752
Ujungpandang,Jakarta,3622
Medan,Bandung,2736
Medan,Surabaya,3485
Medan,Jakarta,2598
Bandung,Surabaya,897
Bandung,Jakarta,153
Surabaya,Jakarta,896
Bago,Mandalay,423
Bago,Naypyidaw,240
Bago,Rangoon,94
Mandalay,Naypyidaw,213
Mandalay,Rangoon,482
Naypyidaw,Rangoon,295
Sungai Petani,Alor Setar,57
Sungai Petani,Seremban,290
Sungai Petani,Kuala Terengganu,389
Sungai Petani,Ipoh,128
Sungai Petani,Kota Baharu,304
Sungai Petani,Malacca,350
Sungai Petani,Kuantan,386
Sungai Petani,Tawau,9029
Sungai Petani,Sandakan,8991
Sungai Petani,Kota Kinabalu,8634
Sungai Petani,George Town,59
Sungai Petani,Kuching,7600
Sungai Petani,Kuala Lumpur,238
Alor Setar,Seremban,327
Alor Setar,Kuala Terengganu,427
Alor Setar,Ipoh,165
Alor Setar,Kota Baharu,342
Alor Setar,Malacca,387
Alor Setar,Kuantan,423
Alor Setar,Tawau,9066
Alor Setar,Sandakan,9027
Alor Setar,Kota Kinabalu,8671
Alor Setar,George Town,96
Alor Setar,Kuching,7637
Alor Setar,Kuala Lumpur,275
Seremban,Kuala Terengganu,337
Seremban,Ipoh,184
Seremban,Kota Baharu,447
Seremban,Malacca,79
Seremban,Kuantan,213
Seremban,Tawau,8757
Seremban,Sandakan,8719
Seremban,Kota Kinabalu,8362
Seremban,George Town,284
Seremban,Kuching,7329
Seremban,Kuala Lumpur,59
Kuala Terengganu,Ipoh,343
Kuala Terengganu,Kota Baharu,168
Kuala Terengganu,Malacca,369
Kuala Terengganu,Kuantan,157
Kuala Terengganu,Tawau,8996
Kuala Terengganu,Sandakan,8957
Kuala Terengganu,Kota Kinabalu,8601
Kuala Terengganu,George Town,418
Kuala Terengganu,Kuching,7567
Kuala Terengganu,Kuala Lumpur,280
Ipoh,Kota Baharu,325
Ipoh,Malacca,245
Ipoh,Kuantan,280
Ipoh,Tawau,8923
Ipoh,Sandakan,8885
Ipoh,Kota Kinabalu,8528
Ipoh,George Town,123
Ipoh,Kuching,7495
Ipoh,Kuala Lumpur,133
Kota Baharu,Malacca,497
Kota Baharu,Kuantan,284
Kota Baharu,Tawau,9123
Kota Baharu,Sandakan,9085
Kota Baharu,Kota Kinabalu,8728
Kota Baharu,George Town,334
Kota Baharu,Kuching,7694
Kota Baharu,Kuala Lumpur,393
Malacca,Kuantan,239
Malacca,Tawau,8746
Malacca,Sandakan,8708
Malacca,Kota Kinabalu,8351
Malacca,George Town,345
Malacca,Kuching,7317
Malacca,Kuala Lumpur,120
Kuantan,Tawau,8858
Kuantan,Sandakan,8820
Kuantan,Kota Kinabalu,8463
Kuantan,George Town,373
Kuantan,Kuching,7430
Kuantan,Kuala Lumpur,153
Tawau,Sandakan,300
Tawau,Kota Kinabalu,458
Tawau,George Town,8975
Tawau,Kuching,1521
Tawau,Kuala Lumpur,8750
Sandakan,Kota Kinabalu,362
Sandakan,George Town,8956
Sandakan,Kuching,1502
Sandakan,Kuala Lumpur,8732
Kota Kinabalu,George Town,8605
Kota Kinabalu,Kuching,1151
Kota Kinabalu,Kuala Lumpur,8381
George Town,Kuching,7594
George Town,Kuala Lumpur,232
Kuching,Kuala Lumpur,7366
Olongapo,Quezon City,128
Olongapo,Iligan,2101
Olongapo,Legazpi,791
Olongapo,Bacolod,1275
Olongapo,Naga,664
Olongapo,Angeles,73
Olongapo,Batangas,220
Olongapo,Cagayan de Oro,1999
Olongapo,Zamboanga,2283
Olongapo,Baguio City,205
Olongapo,General Santos,2246
Olongapo,Cebu,1399
Olongapo,Iloilo,1157
Olongapo,Davao,2105
Olongapo,Manila,140
Quezon City,Iligan,1986
Quezon City,Legazpi,676
Quezon City,Bacolod,1161
Quezon City,Naga,549
Quezon City,Angeles,77
Quezon City,Batangas,106
Quezon City,Cagayan de Oro,1885
Quezon City,Zamboanga,2169
Quezon City,Baguio City,216
Quezon City,General Santos,2132
Quezon City,Cebu,1284
Quezon City,Iloilo,1043
Quezon City,Davao,1990
Quezon City,Manila,34
Iligan,Legazpi,1337
Iligan,Bacolod,892
Iligan,Naga,1459
Iligan,Angeles,2049
Iligan,Batangas,1883
Iligan,Cagayan de Oro,129
Iligan,Zamboanga,518
Iligan,Baguio City,2188
Iligan,General Santos,519
Iligan,Cebu,976
Iligan,Iloilo,1125
Iligan,Davao,385
Iligan,Manila,1972
Legazpi,Bacolod,982
Legazpi,Naga,149
Legazpi,Angeles,739
Legazpi,Batangas,573
Legazpi,Cagayan de Oro,1234
Legazpi,Zamboanga,1755
Legazpi,Baguio City,878
Legazpi,General Santos,1481
Legazpi,Cebu,728
Legazpi,Iloilo,1106
Legazpi,Davao,1339
Legazpi,Manila,661
Bacolod,Naga,1009
Bacolod,Angeles,1234
Bacolod,Batangas,1070
Bacolod,Cagayan de Oro,997
Bacolod,Zamboanga,1012
Bacolod,Baguio City,1372
Bacolod,General Santos,1195
Bacolod,Cebu,441
Bacolod,Iloilo,236
Bacolod,Davao,1219
Bacolod,Manila,1156
Naga,Angeles,609
Naga,Batangas,443
Naga,Cagayan de Oro,1357
Naga,Zamboanga,1783
Naga,Baguio City,748
Naga,General Santos,1604
Naga,Cebu,756
Naga,Iloilo,1133
Naga,Davao,1462
Naga,Manila,532
Angeles,Batangas,171
Angeles,Cagayan de Oro,1951
Angeles,Zamboanga,2235
Angeles,Baguio City,166
Angeles,General Santos,2197
Angeles,Cebu,1350
Angeles,Iloilo,1109
Angeles,Davao,2056
Angeles,Manila,92
Batangas,Cagayan de Oro,1785
Batangas,Zamboanga,2070
Batangas,Baguio City,311
Batangas,General Santos,2031
Batangas,Cebu,1184
Batangas,Iloilo,944
Batangas,Davao,1890
Batangas,Manila,95
Cagayan de Oro,Zamboanga,645
Cagayan de Oro,Baguio City,2086
Cagayan de Oro,General Santos,461
Cagayan de Oro,Cebu,821
Cagayan de Oro,Iloilo,1217
Cagayan de Oro,Davao,314
Cagayan de Oro,Manila,1870
Zamboanga,Baguio City,2377
Zamboanga,General Santos,779
Zamboanga,Cebu,1092
Zamboanga,Iloilo,1241
Zamboanga,Davao,804
Zamboanga,Manila,2160
Baguio City,General Santos,2337
Baguio City,Cebu,1489
Baguio City,Iloilo,1248
Baguio City,Davao,2195
Baguio City,Manila,231
General Santos,Cebu,1252
General Santos,Iloilo,1427
General Santos,Davao,193
General Santos,Manila,2121
Cebu,Iloilo,564
Cebu,Davao,1102
Cebu,Manila,1266
Iloilo,Davao,1449
Iloilo,Manila,1037
Davao,Manila,1983
Nonthaburi,Hat Yai,733
